filename,true,predicted,probabilities
/content/dataset grape disease/Leaf Blight/13afc598-abaf-46a3-ab05-4681d5b9bb20___FAM_L.Blight 4841.JPG,3,3,"[6.3041287745591035e-09, 1.6375721889616557e-09, 4.973539635688695e-11, 1.0]"
/content/dataset grape disease/Leaf Blight/f27e2b74-aa0c-4152-b28e-ff5b6e54cfa7___FAM_L.Blight 1520.JPG,3,3,"[2.001339680646197e-07, 8.405152766499668e-05, 2.909775105308654e-07, 0.9999154806137085]"
/content/dataset grape disease/ESCA/3fa3273a-5254-41c4-946f-1d9ac35420ad___FAM_B.Msls 1841.JPG,2,2,"[1.2313449244342588e-15, 8.377695204231372e-10, 1.0, 1.6776829491610412e-12]"
/content/dataset grape disease/Healthy/61c91bc6-ac97-4427-9691-f2015b1c0453___Mt.N.V_HL 9076.JPG,0,0,"[0.9970869421958923, 0.002738197334110737, 6.7289847720530815e-06, 0.00016808125656098127]"
/content/dataset grape disease/ESCA/c33d39f6-5240-4e06-bd31-b497c978692b___FAM_B.Msls 4186_flipLR.JPG,2,2,"[2.7122971577349264e-21, 3.9961747688721516e-08, 1.0, 1.4765813083957718e-13]"
/content/dataset grape disease/ESCA/cfe4f42f-cc00-4c0a-b36f-733bc43cc3e9___FAM_B.Msls 4476_flipLR.JPG,2,2,"[9.353972877843529e-15, 8.09532775747357e-06, 0.9999918937683105, 5.255966235157006e-12]"
/content/dataset grape disease/Leaf Blight/3b49b5f5-1066-4913-9eb4-e74b9a21af03___FAM_L.Blight 1364.JPG,3,3,"[1.472926121348639e-11, 1.5822822219124788e-11, 8.659934748467268e-14, 1.0]"
/content/dataset grape disease/ESCA/ef4421c9-4eba-49f9-a161-3502aea98cc3___FAM_B.Msls 1779_flipLR.JPG,2,2,"[1.635732786839116e-17, 2.7891206855201744e-07, 0.9999997615814209, 4.573541198538145e-12]"
/content/dataset grape disease/Black Rot/25b865db-bc3b-495f-aab9-966787d9f408___FAM_B.Rot 3055_flipLR.JPG,1,1,"[5.033620742445066e-10, 0.9993196725845337, 0.0006792094209231436, 1.0898984328377992e-06]"
/content/dataset grape disease/Leaf Blight/4354605f-103e-42f0-93d9-24ab7fbee043___FAM_L.Blight 4651.JPG,3,3,"[1.0670340999663352e-10, 7.626076659050796e-09, 1.761115142606684e-10, 1.0]"
/content/dataset grape disease/ESCA/faca5bc0-ad0c-4a22-94b8-5369536d10b1___FAM_B.Msls 3840.JPG,2,2,"[4.7472412342301104e-21, 9.753603080753237e-07, 0.9999990463256836, 3.4328029308028363e-10]"
/content/dataset grape disease/Black Rot/7aac1eed-28f8-410a-beea-4dc99b54fd69___FAM_B.Rot 3153.JPG,1,1,"[3.383636469969642e-12, 0.9999821186065674, 1.7746178855304606e-05, 8.40785645550568e-08]"
/content/dataset grape disease/ESCA/53285595-ccc0-4d33-a244-246b4e06a56c___FAM_B.Msls 1867_flipLR.JPG,2,2,"[5.442825166144194e-19, 1.3433640333460062e-06, 0.9999986886978149, 7.058946526264376e-13]"
/content/dataset grape disease/Healthy/cec7f924-af25-4461-9ef2-6a9525ac6513___Mt.N.V_HL 6029_new30degFlipLR.JPG,0,0,"[1.0, 3.689660271646682e-15, 6.745930057643805e-15, 7.142263343251631e-12]"
/content/dataset grape disease/Leaf Blight/2f73565e-e350-4d3c-b474-a19eab2f6639___FAM_L.Blight 4632_flipLR.JPG,3,3,"[3.852839228213334e-11, 7.473733437679542e-11, 1.4198681835310423e-13, 1.0]"
/content/dataset grape disease/Black Rot/cd55e02a-ff33-4c6f-90b8-fa799f25c7e2___FAM_B.Rot 0342_flipLR.JPG,1,1,"[7.216504060991724e-10, 0.9997045397758484, 0.0002946367603726685, 8.700928333382763e-07]"
/content/dataset grape disease/Leaf Blight/695de180-6556-46d3-a77a-1b77fcd8887b___FAM_L.Blight 3768_flipLR.JPG,3,3,"[5.939875761390434e-12, 9.065092854143586e-08, 1.1442276987017053e-10, 0.9999998807907104]"
/content/dataset grape disease/Healthy/18fd5d50-f80c-426c-bfdb-5ca325065f24___Mt.N.V_HL 6024_new30degFlipLR.JPG,0,0,"[1.0, 1.4353641653159062e-17, 4.849555121478733e-17, 6.00372345154615e-14]"
/content/dataset grape disease/ESCA/ffc0847a-e88d-4332-8c7c-4b63ba65a471___FAM_B.Msls 1130.JPG,2,2,"[1.8673438750187293e-21, 1.455832625651965e-05, 0.9999854564666748, 1.4454000496488817e-11]"
/content/dataset grape disease/ESCA/f13208de-4dd0-4e5d-916d-1ffd7548927a___FAM_B.Msls 4246_flipLR.JPG,2,2,"[7.78491043767627e-33, 1.387570791386298e-19, 1.0, 2.019261458590518e-23]"
/content/dataset grape disease/Healthy/811f5365-f5a3-4659-8302-009fb5275541___Mt.N.V_HL 8946_270deg.JPG,0,0,"[0.9999972581863403, 1.975655123942488e-07, 6.301743571412999e-09, 2.54107089858735e-06]"
/content/dataset grape disease/Healthy/0dca4cc0-2f37-4d55-8060-ce5e2137fd45___Mt.N.V_HL 9077_new30degFlipLR.JPG,0,0,"[0.9999942779541016, 2.8893071268853987e-10, 9.392834288135532e-10, 5.702107955585234e-06]"
/content/dataset grape disease/Healthy/1c453594-a071-422c-a733-49aa167bac99___Mt.N.V_HL 6118_90deg.JPG,0,0,"[1.0, 5.281665593770413e-08, 6.5513722918852935e-12, 6.31601437817153e-11]"
/content/dataset grape disease/Healthy/578e5a2b-6f5b-4e30-b726-f8000c0136d7___Mt.N.V_HL 6129_90deg.JPG,0,0,"[0.9999998807907104, 1.2197834564631194e-07, 1.014360123674507e-10, 3.86834814181114e-10]"
/content/dataset grape disease/Black Rot/a8297426-4f59-4df0-94e0-c41cbaa63383___FAM_B.Rot 3302_flipLR.JPG,1,1,"[8.217948594370296e-16, 0.9999825954437256, 1.7383305021212436e-05, 1.0421277174543775e-09]"
/content/dataset grape disease/Black Rot/fa07010a-ee0b-49a7-909e-4c72cb079a9d___FAM_B.Rot 0336_flipLR.JPG,1,1,"[2.590704983873593e-09, 0.9999979734420776, 2.0261732061044313e-06, 5.233760091982731e-08]"
/content/dataset grape disease/Leaf Blight/79a36ce0-653e-4607-a6ac-bfa5e0209fc2___FAM_L.Blight 4767_flipLR.JPG,3,3,"[6.220897148523363e-07, 0.0001693463564151898, 4.830931629840052e-06, 0.9998251795768738]"
/content/dataset grape disease/ESCA/43a77ec5-c728-41f0-b780-71c1fd2efdfa___FAM_B.Msls 0821.JPG,2,2,"[4.9978742301376564e-17, 2.9453547540470026e-05, 0.999970555305481, 7.47463549388705e-12]"
/content/dataset grape disease/Healthy/0f7500d4-cf47-4f9f-a505-455a4f7ca2e6___Mt.N.V_HL 9043_180deg.JPG,0,0,"[1.0, 1.0739337197307464e-09, 1.538975197279413e-10, 5.375627373793712e-11]"
/content/dataset grape disease/ESCA/49279805-f68c-4525-8b06-78a322eb88cd___FAM_B.Msls 1299.JPG,2,2,"[4.6111298956930113e-07, 0.041657280176877975, 0.9583377242088318, 4.5782248889736366e-06]"
/content/dataset grape disease/Black Rot/5c74cb8c-adfa-4221-bbb9-bdc15edebadc___FAM_B.Rot 3086.JPG,1,1,"[7.684021596787716e-08, 0.9999586343765259, 4.1127699660137296e-05, 1.5138795106395264e-07]"
/content/dataset grape disease/Healthy/cad08b01-b03c-4bee-a786-a6118ec09c37___Mt.N.V_HL 6081_180deg.JPG,0,0,"[0.9999998807907104, 8.420347796800343e-08, 5.341643100065241e-11, 6.830075949260106e-10]"
/content/dataset grape disease/ESCA/da2824c5-61fc-4d3b-a2d4-f85b97534f45___FAM_B.Msls 1303_flipLR.JPG,2,2,"[1.089580916403864e-14, 5.438380057398717e-08, 1.0, 4.384790794342841e-11]"
/content/dataset grape disease/Black Rot/1a081ae3-fab7-4a12-8ba4-2e46cab5f344___FAM_B.Rot 5059_flipLR.JPG,1,1,"[3.8727725950593594e-06, 0.9999393224716187, 4.943641442878288e-07, 5.632237298414111e-05]"
/content/dataset grape disease/ESCA/1b8b4037-44c0-4609-9cff-929955889d37___FAM_B.Msls 1164.JPG,2,2,"[1.6648928886650805e-17, 2.5294916383700183e-08, 1.0, 1.058423910581946e-13]"
/content/dataset grape disease/Black Rot/f90852f3-bbcb-4845-afe2-ea6198b0c3d5___FAM_B.Rot 3455_flipLR.JPG,1,1,"[5.801550173600845e-07, 0.9999672174453735, 2.28018211601011e-06, 2.9915305276517756e-05]"
/content/dataset grape disease/Healthy/0f8906e9-86e1-49f8-aea0-3e887924799d___Mt.N.V_HL 9012_180deg.JPG,0,0,"[0.999998927116394, 4.863104408059371e-08, 9.928261768266111e-09, 1.0292212664353428e-06]"
/content/dataset grape disease/Black Rot/bc248029-8236-4e2c-8343-c9ebf0abe24d___FAM_B.Rot 3564_flipLR.JPG,1,1,"[1.5337661696257499e-10, 0.9998101592063904, 4.651102699426701e-06, 0.0001851583074312657]"
/content/dataset grape disease/Healthy/632553f4-7a29-4724-88ff-fbdbfbbc8168___Mt.N.V_HL 6069_90deg.JPG,0,0,"[1.0, 1.919888781287682e-08, 1.7240717317332233e-12, 2.1979872144584078e-08]"
/content/dataset grape disease/Healthy/789501fb-f627-40eb-bb6d-ffc25e179ad0___Mt.N.V_HL 8908_270deg.JPG,0,0,"[1.0, 5.800274482936629e-09, 4.5399493053821516e-09, 1.244329195237981e-09]"
/content/dataset grape disease/Healthy/b16eb75f-59e3-42f6-9ec1-747503223c6c___Mt.N.V_HL 6039_90deg.JPG,0,0,"[1.0, 1.0849658060863021e-08, 9.906996230324427e-12, 2.0658608157475555e-09]"
/content/dataset grape disease/Leaf Blight/581d1b61-8c59-4470-9985-6f4d53750aca___FAM_L.Blight 1398_flipLR.JPG,3,3,"[4.059315730775559e-11, 2.2360278559285796e-11, 1.3598813915216557e-12, 1.0]"
/content/dataset grape disease/Healthy/d5fe4316-44da-4fd9-a608-75908ad76862___Mt.N.V_HL 6143.JPG,0,0,"[0.9999942779541016, 5.699976554751629e-06, 6.3584217890877426e-09, 3.049276031674708e-08]"
/content/dataset grape disease/Black Rot/2a23e141-e983-44b0-8898-5c65edf9d44e___FAM_B.Rot 0604.JPG,1,1,"[5.101106169413949e-12, 0.9999831914901733, 1.679357774264645e-05, 3.0028271424953346e-08]"
/content/dataset grape disease/Healthy/578e5a2b-6f5b-4e30-b726-f8000c0136d7___Mt.N.V_HL 6129_180deg.JPG,0,0,"[1.0, 5.634278599231379e-10, 3.486635242674896e-12, 9.119078756003596e-12]"
/content/dataset grape disease/Black Rot/bc29bf91-3597-48d1-8ec3-8fe9112185ca___FAM_B.Rot 0760.JPG,1,1,"[5.4533901838738075e-09, 0.9999758005142212, 6.724591798956681e-07, 2.3446467821486294e-05]"
/content/dataset grape disease/Healthy/fefb8922-dcb4-4dbf-8777-237ad9a99c40___Mt.N.V_HL 6085_90deg.JPG,0,0,"[0.9999994039535522, 6.282537015067646e-07, 8.294249731477521e-10, 3.2538867156262086e-09]"
/content/dataset grape disease/Healthy/2535a8a8-1676-482d-bf8e-6f4c54f87fc6___Mt.N.V_HL 6080.JPG,0,0,"[0.9999988079071045, 1.1038362117687939e-06, 1.5874863923404092e-10, 6.186155587784015e-08]"
/content/dataset grape disease/Leaf Blight/742bfd1c-4e5c-415b-9ab5-9a1844d74cb7___FAM_L.Blight 4774_flipLR.JPG,3,3,"[1.5337106584745186e-12, 1.373098249685123e-12, 2.8342657539502658e-14, 1.0]"
/content/dataset grape disease/Black Rot/e7cdb4b7-662a-44d2-8c74-1de45d30b8e4___FAM_B.Rot 3281.JPG,1,1,"[8.451150890209647e-09, 0.9999955892562866, 1.1960403298871825e-06, 3.234807536500739e-06]"
/content/dataset grape disease/ESCA/61cfe32d-d9cd-4ee4-a8db-5da174570897___FAM_B.Msls 4074_flipLR.JPG,2,2,"[4.1478875201776027e-16, 6.366907712163083e-08, 0.9999998807907104, 1.1391249922498847e-11]"
/content/dataset grape disease/ESCA/18bac66a-6e2d-4e97-971a-feb14f9b7d77___FAM_B.Msls 3879.JPG,2,2,"[6.609085501096956e-11, 0.0001427286333637312, 0.9998571872711182, 9.390745070447792e-09]"
/content/dataset grape disease/Black Rot/908798fd-5d87-460a-a072-5a832dbc4856___FAM_B.Rot 5096_flipLR.JPG,1,1,"[7.592728122661832e-14, 0.9999878406524658, 1.2111991964047775e-05, 7.4030954699821905e-09]"
/content/dataset grape disease/Leaf Blight/3dc9a0d1-aad5-40ec-86b2-93a696cf68b2___FAM_L.Blight 1552.JPG,3,3,"[6.387314783751208e-07, 6.115794349170756e-06, 3.0282098606448926e-08, 0.9999932050704956]"
/content/dataset grape disease/Healthy/c1b04456-5136-4594-9c8b-cfb9bfc7404f___Mt.N.V_HL 9001_90deg.JPG,0,0,"[1.0, 1.71289169514921e-08, 1.757026080184687e-09, 1.4708032125554382e-08]"
/content/dataset grape disease/Black Rot/704fed67-9ea8-4832-80ef-170c1029c497___FAM_B.Rot 5033_flipLR.JPG,1,1,"[1.2737879327706647e-12, 0.999962568283081, 3.746945731109008e-05, 5.411419223833036e-08]"
/content/dataset grape disease/Black Rot/98bf4a96-9c54-4fe8-b749-ff883f5566e2___FAM_B.Rot 3450_flipLR.JPG,1,1,"[6.534271029564177e-16, 0.9999021291732788, 9.788318129722029e-05, 5.908830313927638e-09]"
/content/dataset grape disease/Healthy/0cfdea92-260f-42b2-9db9-c31fee6ec567___Mt.N.V_HL 6119_180deg.JPG,0,0,"[0.9999998807907104, 8.996933331673063e-08, 7.964116033321034e-10, 1.3255216924079605e-09]"
/content/dataset grape disease/ESCA/22d149ed-9bb5-4c66-8f9f-2a504c3bc8aa___FAM_B.Msls 4067_flipLR.JPG,2,2,"[1.2843842471781802e-13, 1.2833406559664695e-10, 1.0, 2.621546382752804e-11]"
/content/dataset grape disease/Healthy/f20a3d64-bee7-4bb7-a74b-8cfc8c78fd43___Mt.N.V_HL 6200_new30degFlipLR.JPG,0,0,"[1.0, 4.800558235947012e-17, 6.91879209153321e-17, 1.6636551077725548e-13]"
/content/dataset grape disease/ESCA/64857611-3383-4793-a5f2-d53f98a3195c___FAM_B.Msls 1044_flipLR.JPG,2,2,"[5.561115115030836e-35, 3.0142410529463415e-22, 1.0, 1.7729712015344416e-26]"
/content/dataset grape disease/Black Rot/458d2f09-f646-42e6-ac1f-0aa5e123c127___FAM_B.Rot 0583.JPG,1,1,"[5.624978091846613e-19, 0.9997792840003967, 0.0002207828947575763, 1.5380933193753776e-09]"
/content/dataset grape disease/Black Rot/f6a11232-f765-4768-8e2c-333ff4d80372___FAM_B.Rot 3289.JPG,1,1,"[5.577189507747701e-14, 0.9999994039535522, 6.188917609506461e-07, 1.3797407660831595e-10]"
/content/dataset grape disease/Black Rot/10c69f64-73f4-4bb0-9319-b660ffb60e11___FAM_B.Rot 3545.JPG,1,1,"[1.9738574110698265e-13, 0.9999997615814209, 2.091412625304656e-07, 7.029782311818167e-10]"
/content/dataset grape disease/Healthy/e4dc54f7-46a2-47d4-889c-477883df2767___Mt.N.V_HL 9079_180deg.JPG,0,0,"[0.9570402503013611, 0.04293990507721901, 8.836898814479355e-06, 1.1093662578787189e-05]"
/content/dataset grape disease/Leaf Blight/f24ec906-2556-4752-a01a-8cae240fbb0c___FAM_L.Blight 4588_flipLR.JPG,3,3,"[7.736914407752149e-12, 8.974207661716083e-12, 1.4837558265368145e-12, 1.0]"
/content/dataset grape disease/Leaf Blight/a9c04a45-3472-420a-aabb-7537155163f5___FAM_L.Blight 4529.JPG,3,3,"[4.845857493052108e-09, 6.084281412022108e-10, 2.3173013508070994e-10, 1.0]"
/content/dataset grape disease/Healthy/52bb5946-964f-4dce-a8b8-8c01bdd8737d___Mt.N.V_HL 6078_180deg.JPG,0,0,"[1.0, 2.4292208244958147e-09, 2.3494055659267765e-11, 5.31180655016783e-10]"
/content/dataset grape disease/ESCA/afbec0b7-d8e5-40dd-b4c4-f602a94a336d___FAM_B.Msls 1332_flipLR.JPG,2,2,"[5.414736914702046e-24, 9.280549245760383e-11, 1.0, 2.3754438141749894e-16]"
/content/dataset grape disease/Leaf Blight/8937d0de-15ed-4388-803a-163422715185___FAM_L.Blight 4619_flipLR.JPG,3,3,"[1.0465584562163732e-12, 9.34474234104421e-11, 1.2453613715355388e-14, 1.0]"
/content/dataset grape disease/Black Rot/091e0447-d502-43e2-a871-60251ad954ad___FAM_B.Rot 0486.JPG,1,1,"[1.5785731215570663e-14, 0.9999970197677612, 3.0390133360924665e-06, 1.778757230397332e-08]"
/content/dataset grape disease/Leaf Blight/cc292d77-4144-4187-b71d-f837375a2fe6___FAM_L.Blight 4999.JPG,3,3,"[4.294262510029512e-07, 6.347674030848793e-08, 3.976555262852344e-08, 0.9999994039535522]"
/content/dataset grape disease/Leaf Blight/215c2541-d7b7-4358-b10d-0eacf448995a___FAM_L.Blight 1646.JPG,3,3,"[8.371467265533283e-05, 1.6088866914287792e-06, 3.3512752573017224e-09, 0.9999147653579712]"
/content/dataset grape disease/Healthy/75f1babe-5d93-4a37-9878-8d3846054ed7___Mt.N.V_HL 9030_270deg.JPG,0,0,"[0.9999998807907104, 7.896843357002581e-08, 1.775105396006893e-08, 4.6928011698810224e-08]"
/content/dataset grape disease/ESCA/337aedbd-4df6-472e-ac88-705559c11aaa___FAM_B.Msls 1101_flipLR.JPG,2,2,"[4.652769350060735e-18, 5.527412749728455e-09, 1.0, 2.4070281358368195e-12]"
/content/dataset grape disease/Healthy/8fab615a-502c-4044-b863-459b04a70158___Mt.N.V_HL 8990_90deg.JPG,0,0,"[1.0, 7.058983619856463e-09, 8.302532550352737e-10, 3.685516603013639e-08]"
/content/dataset grape disease/Leaf Blight/dc106b61-2b27-4d6c-8172-f3c9ff528d6e___FAM_L.Blight 1532.JPG,3,3,"[2.7816313377115875e-05, 0.2680116295814514, 8.927127964852843e-06, 0.7319515943527222]"
/content/dataset grape disease/Leaf Blight/37223a0a-c8d1-4e21-af9a-6bc5a768bd64___FAM_L.Blight 1476.JPG,3,3,"[2.734120425884612e-05, 0.001344462507404387, 1.866581555987068e-06, 0.9986263513565063]"
/content/dataset grape disease/Healthy/12331981-d038-4eb0-a1c6-64b27f226cab___Mt.N.V_HL 6106_new30degFlipLR.JPG,0,0,"[1.0, 1.3506413835387334e-14, 3.175674241802373e-14, 2.998158665779016e-10]"
/content/dataset grape disease/ESCA/df33332e-be7b-4217-b6d3-bc986ece79c9___FAM_B.Msls 4441.JPG,2,2,"[2.1080134166018283e-11, 0.0001304027100559324, 0.9998695850372314, 1.4212364618515494e-08]"
/content/dataset grape disease/Leaf Blight/1ee3978e-f86b-4448-9470-3fcc556635bf___FAM_L.Blight 4624_flipLR.JPG,3,3,"[6.261123997736151e-12, 9.892282548662479e-09, 3.8257426740462286e-12, 1.0]"
/content/dataset grape disease/ESCA/1dcab374-95d2-4c67-8a51-b5f8d5da7773___FAM_B.Msls 3807.JPG,2,2,"[2.4749911551910552e-26, 1.1031328628341441e-11, 1.0, 1.3015371683446834e-15]"
/content/dataset grape disease/Black Rot/6477cd76-093e-47e5-a3e8-5792a075e846___FAM_B.Rot 3085.JPG,1,1,"[1.0235809533298834e-08, 0.999972939491272, 2.699757897062227e-05, 1.3595465198079637e-08]"
/content/dataset grape disease/Leaf Blight/c12f4529-bda3-4091-964a-e47d6d1dd2a0___FAM_L.Blight 1362.JPG,3,3,"[3.9517991656801144e-10, 1.5092641580949362e-09, 8.392901651443907e-11, 1.0]"
/content/dataset grape disease/ESCA/460f1783-64fd-4398-9859-25242f4e1614___FAM_B.Msls 1124.JPG,2,2,"[6.737109080155911e-30, 9.754810891340893e-13, 1.0, 1.703937390390626e-19]"
/content/dataset grape disease/Healthy/9155a721-9e2c-4b58-99be-eba41f454525___Mt.N.V_HL 6053_270deg.JPG,0,0,"[0.9999963045120239, 3.6764918149856385e-06, 1.4142258031313304e-08, 3.204201703965737e-08]"
/content/dataset grape disease/Leaf Blight/f2491a00-18d1-467a-b7e3-24a950a43203___FAM_L.Blight 3682.JPG,3,3,"[2.980845778544072e-11, 4.5816672678000714e-10, 5.742109262033002e-13, 1.0]"
/content/dataset grape disease/ESCA/bff8b3c0-40f2-4a2b-a8ea-70911b3beea1___FAM_B.Msls 1319.JPG,2,2,"[1.518362069527254e-20, 5.9381232858868316e-05, 0.9999406337738037, 5.513971711949145e-14]"
/content/dataset grape disease/Healthy/7042c2f6-b859-41ec-8ee0-b058f9e9e906___Mt.N.V_HL 6164_180deg.JPG,0,0,"[0.9999998807907104, 7.897686771229928e-08, 2.044847208226841e-10, 2.9406972412715504e-09]"
/content/dataset grape disease/ESCA/eda4c723-94b7-496a-8b24-107d453f6787___FAM_B.Msls 1059.JPG,2,2,"[2.1697118927910264e-13, 9.424740987640234e-10, 1.0, 5.372562464356356e-11]"
/content/dataset grape disease/ESCA/50c9b177-aa65-4acf-b0f3-2423aa0ec904___FAM_B.Msls 4497_flipLR.JPG,2,2,"[6.5208460853227734e-09, 0.004265946336090565, 0.995733916759491, 1.6339970443368657e-07]"
/content/dataset grape disease/Leaf Blight/9f1994ba-44c4-4b33-9f3d-52da339602d5___FAM_L.Blight 3733_flipLR.JPG,3,3,"[2.881360428030888e-10, 2.874482318837579e-10, 1.4179279972381664e-09, 1.0]"
/content/dataset grape disease/Healthy/321167a3-e39e-4f2d-b5f9-8ddeb0bf07a2___Mt.N.V_HL 6167_180deg.JPG,0,0,"[0.9999455213546753, 2.635426244523842e-05, 1.0634404645770701e-07, 2.8037862648488954e-05]"
/content/dataset grape disease/Healthy/7330e0f7-bc32-4297-95e6-a92c0cee1050___Mt.N.V_HL 6131_90deg.JPG,0,0,"[1.0, 1.921748760125297e-09, 7.413489093444081e-12, 4.8021933651831716e-11]"
/content/dataset grape disease/Black Rot/0a06c482-c94a-44d8-a895-be6fe17b8c06___FAM_B.Rot 5019.JPG,1,1,"[1.9639712078856064e-09, 0.9999929666519165, 6.931952157174237e-06, 1.234096913549365e-07]"
/content/dataset grape disease/Black Rot/7a57ab26-9a62-403a-9f93-205a2513dcec___FAM_B.Rot 0693.JPG,1,1,"[2.9274925040546906e-13, 0.9998903274536133, 0.00010960950021399185, 3.7061495539170153e-10]"
/content/dataset grape disease/Black Rot/287d7355-de96-49aa-8835-2ddaa01395ba___FAM_B.Rot 3032.JPG,1,1,"[2.991230374504994e-09, 0.9999977350234985, 2.189405989838633e-07, 2.0160975964245154e-06]"
/content/dataset grape disease/ESCA/de99b05b-3c54-41b1-b4bf-fc548de17675___FAM_B.Msls 3823_flipLR.JPG,2,2,"[2.2537487046711675e-17, 0.00040365697350353, 0.9995962977409363, 2.6909048322920626e-09]"
/content/dataset grape disease/Healthy/bdbd53ee-405b-4ebc-9027-1adb40940e56___Mt.N.V_HL 8912.JPG,0,0,"[0.9619882702827454, 0.03774580359458923, 1.0730683243309613e-05, 0.00025512342108413577]"
/content/dataset grape disease/ESCA/290a5fb5-12ae-4f0c-befb-39b83b09524a___FAM_B.Msls 1170.JPG,2,2,"[2.7234859629762495e-19, 1.81773529561724e-07, 0.9999997615814209, 1.2215490392212397e-13]"
/content/dataset grape disease/Leaf Blight/c80548a9-7ac3-45cd-a4ca-7675fcdd8491___FAM_L.Blight 4658_flipLR.JPG,3,3,"[8.995069578077164e-09, 6.971304742364737e-07, 6.927506746023937e-08, 0.9999991655349731]"
/content/dataset grape disease/Healthy/bed370e7-2f48-4102-81a0-4e960d47d8c9___Mt.N.V_HL 8936.JPG,0,0,"[0.9999746084213257, 2.1743428078480065e-05, 3.3261823517705125e-08, 3.706766165123554e-06]"
/content/dataset grape disease/Healthy/93f13053-88c2-4e0e-af52-b8057795b060___Mt.N.V_HL 8955_new30degFlipLR.JPG,0,0,"[1.0, 1.617329383057822e-18, 3.7616410256252337e-16, 5.563993835572311e-15]"
/content/dataset grape disease/Black Rot/8b250da7-5a16-406d-9a95-62a997bbfd21___FAM_B.Rot 3091_flipLR.JPG,1,1,"[1.2832354623348863e-10, 0.9999982118606567, 1.2337462749201222e-06, 5.376562057790579e-07]"
/content/dataset grape disease/ESCA/4f4e7ebe-e01c-4053-a5e3-09bda9411e7c___FAM_B.Msls 0926.JPG,2,2,"[9.359879503282529e-20, 1.0761196378439308e-09, 1.0, 9.43188344267043e-13]"
/content/dataset grape disease/Leaf Blight/76093e41-436b-47ef-a2de-1f6b28f48df2___FAM_L.Blight 1497.JPG,3,3,"[3.7474048752983435e-08, 7.781046406307723e-06, 1.0957107443587688e-09, 0.9999922513961792]"
/content/dataset grape disease/Leaf Blight/d6e3458c-edb3-4080-a3ca-a6fed4a1466e___FAM_L.Blight 1489.JPG,3,3,"[5.1580567372866426e-08, 1.1662445453808346e-09, 3.383398704433216e-13, 1.0]"
/content/dataset grape disease/ESCA/63f3535c-0927-442e-a4ee-ffce62296cb9___FAM_B.Msls 3811.JPG,2,2,"[2.38706489742142e-24, 9.386846068082377e-05, 0.9999061822891235, 1.6632040796688008e-13]"
/content/dataset grape disease/ESCA/c0b7f3ad-b2b0-4e2d-95ed-4087902ab0ba___FAM_B.Msls 4054.JPG,2,2,"[7.323106460595003e-16, 3.791022606947081e-07, 0.9999996423721313, 3.2824441949241834e-12]"
/content/dataset grape disease/Black Rot/5f65a7e2-e422-423b-b4f7-f9c7c6d0ef56___FAM_B.Rot 3210.JPG,1,1,"[6.4873518883235e-13, 0.999991774559021, 8.167381565726828e-06, 2.2364210483516445e-09]"
/content/dataset grape disease/Leaf Blight/556c242a-d3cc-4bde-bc93-6c8a33e43634___FAM_L.Blight 3783.JPG,3,1,"[3.1176510262298507e-09, 0.5110021233558655, 1.4335466858028667e-06, 0.48899635672569275]"
/content/dataset grape disease/ESCA/7fe4a6ab-01f2-475f-ad6e-9d47e1ce3168___FAM_B.Msls 4108.JPG,2,2,"[2.301097395350755e-20, 6.273233452702698e-07, 0.9999994039535522, 5.5623543965266364e-12]"
/content/dataset grape disease/ESCA/c8be8119-a208-4bef-897e-d4ece4f7ade2___FAM_B.Msls 4071.JPG,2,2,"[2.038262354037146e-12, 9.63239813245309e-07, 0.9999990463256836, 1.7028916055039645e-09]"
/content/dataset grape disease/Healthy/4bd1e0f6-b69e-4936-83a2-235e6f8d7479___Mt.N.V_HL 6044_180deg.JPG,0,0,"[0.9999998807907104, 7.401889945413131e-08, 9.839399295330509e-10, 5.187338913970052e-08]"
/content/dataset grape disease/Black Rot/76145bf6-15e7-4a67-940e-0a2e35bd3bc7___FAM_B.Rot 0374.JPG,1,1,"[9.828918337007053e-06, 0.9993785619735718, 1.0656214726623148e-05, 0.0006008878699503839]"
/content/dataset grape disease/Leaf Blight/4265a06b-8b7e-43ec-8fd0-7419f4ca9afd___FAM_L.Blight 4801.JPG,3,3,"[3.730302733373492e-09, 2.8302051813255957e-09, 5.067817276938058e-10, 1.0]"
/content/dataset grape disease/Healthy/85c128f1-a36e-4345-835d-1668fe2d7467___Mt.N.V_HL 9018_90deg.JPG,0,0,"[0.9999946355819702, 2.6404677555547096e-06, 1.3764663719939563e-07, 2.597266075099469e-06]"
/content/dataset grape disease/Healthy/6f1cda60-ba09-4c3e-a54a-3f08cfd15d1e___Mt.N.V_HL 8975_270deg.JPG,0,0,"[0.9999992847442627, 1.3219695915722696e-07, 3.0378533022457077e-09, 6.162649128782505e-07]"
/content/dataset grape disease/ESCA/8570db1c-9650-422c-bfb2-1fc90538ff66___FAM_B.Msls 1179.JPG,2,2,"[2.8359920388605056e-17, 6.839975252859176e-09, 1.0, 1.9329109493537722e-11]"
/content/dataset grape disease/Leaf Blight/f141c493-3b53-4dd8-b2ff-a6ee3fe10ba4___FAM_L.Blight 3761_flipLR.JPG,3,3,"[1.0067519440326578e-07, 5.7172503176161626e-08, 1.057201792775686e-08, 0.9999998807907104]"
